"ticker";"idorden";"nada";"fondo";"accion";"porcentaje";"mes";"ano";"id";"ultimo";"previo";"repercusion";"diahora"
"9613.T";NA;"";"JAPON";"NTT DATA JPY 96 1,07 -- --";1.07;"Diciembre";2023;59;2283;2343;-2.74007682458387;2024-09-11 12:54:50
"9715.T";NA;"";"JAPON";"TRANSCOSMOS JPY 102 0,92 -- --";0.96;"Diciembre";2023;60;3515;3480;0.96551724137931;2024-09-11 12:54:50
"9735.T";31;"";"JAPON";"SECOM CORP JPY 717 0,78 751 1,37";1.12;"Diciembre";2023;61;10870;10990;-1.22292993630573;2024-09-11 12:54:50
"9983.T";31;"";"JAPON";"FAST RETAILING JPY 667 4,97 664 5,17";9.32;"Agosto";2024;62;42900;43640;-15.8038496791934;2024-09-11 12:54:50
"9984.T";31;"";"JAPON";"SOFTBANK GROUP JPY 242 1,80 261 2,04";4.2;"Agosto";2024;63;7874;7843;1.6600790513834;2024-09-11 12:54:50
"A";31;"";"SANIDAD";"AGILENT USD 8.346 1,98 7.468 1,83";0.53;"Diciembre";2023;64;137.02;138.03;-0.387814243280443;2024-09-11 12:54:50
"A5G.IR";NA;"";"FINANCIERO";"AIB GROUP EUR 250 1,89 -- --";2.33;"Diciembre";2023;65;5.23;5.25;-0.887619047619029;2024-09-11 12:54:50
"AAGIY";NA;"";"FINANCIERO";"AIA GROUP USD 63 0,48 -- --";0.99;"Diciembre";2023;66;27.48;27.38;0.361577794010232;2024-09-11 12:54:50
"AAPL";31;"Estimado";"GLOBAL";"APPLE INCORPORATED USD 13.213 2,39 13.781 2,69";2.51;"Agosto";2023;67;221.4;220.11;1.47103720866838;2024-09-11 12:54:50
"AAPL";31;"";"TECNOLOGICO";"APPLE INCORPORATED USD 11.469 3,74 10.237 3,54";8.31;"Agosto";2024;67;221.4;220.11;4.87024669483437;2024-09-11 12:54:50
"AAPL";31;"";"BOLSAINTERNACIONAL";"APPLE INCORPORATED USD 4.165 6,18 4.344 7,12";5.38;"Agosto";2024;67;221.4;220.11;3.15305983371948;2024-09-11 12:54:50
"AAPL";31;"";"BOLSAUSA";"APPLE INCORPORATED USD 2.461 7,74 1.741 5,89";6.66;"Agosto";2024;67;221.4;220.11;3.90323020308025;2024-09-11 12:54:50
"AAPL";31;"";"MEGATRENDS";"APPLE INC USD";3.51;"Agosto";2024;67;221.4;220.11;2.05710780973148;2024-09-11 12:54:50
"ABBN.SW";NA;"";"BOLSAEUROPA";"ABB CHF 900 0,86 -- --";0.65;"Diciembre";2023;68;46.02;46.09;-0.0987198958559345;2024-09-11 12:54:50
"ABBV";NA;"";"BOLSAINTERNACIONAL";"ABBVIE INC USD 2.527 0,92 -- --";0.92;"Diciembre";2023;69;195.03;199.35;-1.99367945823927;2024-09-11 12:54:50
"ABBV";31;"";"BOLSAUSA";"ABBVIE INC USD 646 0,94 614 1,00";1.16;"Diciembre";2023;69;195.03;199.35;-2.513769751693;2024-09-11 12:54:50
"ABBV";31;"";"SANIDAD";"ABBVIE INC USD 5.357 1,27 5.093 1,25";2.49;"Agosto";2024;69;195.03;199.35;-5.39593679458238;2024-09-11 12:54:50
"ABBV";31;"";"DIVIDENDO";"ABBVIE INC USD 6.720 2,76 6.550 3,78";2.14;"Diciembre";2023;69;195.03;199.35;-4.6374717832957;2024-09-11 12:54:50
"ABT";NA;"";"GLOBAL";"ABBOTT LABORATORIES USD 4.997 0,93 -- --";1.01;"Diciembre";2023;70;115.76;117.11;-1.16428998377593;2024-09-11 12:54:50
"ABT";31;"";"BOLSAUSA";"ABBOTT LABORATORIES USD 1.175 1,71 1.031 1,68";0.95;"Diciembre";2023;70;115.76;117.11;-1.09512424216548;2024-09-11 12:54:50
"ABT";31;"";"SANIDAD";"ABBOTT LABORATORIES USD 7.417 1,76 6.506 1,60";1.5;"Diciembre";2023;70;115.76;117.11;-1.72914354026129;2024-09-11 12:54:50
"AC.PA";31;"";"ALPHA";"ACCOR EUR 2.251 2,13 2.072 2,39";4.73;"Diciembre";2023;71;38.07;37.75;4.00953642384106;2024-09-11 12:54:50
"ACLN.SW";NA;"";"SMALLCAPS";"ACCELLERON INDUSTRI CHF 767 0,62 -- --";0.81;"Diciembre";2023;72;41.8;42.22;-0.805779251539558;2024-09-11 12:54:50
"ACN";14;"";"BOLSAUSA";"ACCENTURE PLC USD 282 0,89 244 0,82";0.81;"Diciembre";2023;73;347.98;347.7;0.0652286453839586;2024-09-11 12:54:50
"ACN";NA;"";"MEGATRENDS";"Accenture PLC USD";2.86;"Agosto";2024;73;347.98;347.7;0.230313488639656;2024-09-11 12:54:50
"ACN";31;"";"BOLSAINTERNACIONAL";"ACCENTURE PLC USD 236 0,35 214 0,35";0.75;"Diciembre";2023;73;347.98;347.7;0.0603968938740357;2024-09-11 12:54:50
"ACN";31;"";"TECNOLOGICO";"ACCENTURE PLC USD 11.079 3,61 10.565 3,65";2.74;"Agosto";2024;73;347.98;347.7;0.22064998561981;2024-09-11 12:54:50
"ACN";NA;"";"NEWENERGY";"Accenture PLC USD";2.69;"Julio";2024;73;347.98;347.7;0.216623526028208;2024-09-11 12:54:50
"ACX.MC";31;"";"SMALLCAPS";"ACERINOX S.A. EUR 656 0,79 -- --";3.36;"Agosto";2024;74;8.925;8.975;-1.87186629526458;2024-09-11 12:54:50
"ADBE";NA;"";"BOLSAUSA";"ADOBE USD 919 0,76 -- --";0.76;"Diciembre";2023;75;574;574.48;-0.0635009051664138;2024-09-11 12:54:50
"ADBE";31;"Estimado";"GLOBAL";"ADOBE USD 8.510 1,54 8.597 1,68";1.21;"Diciembre";2023;75;574;574.48;-0.101100125330738;2024-09-11 12:54:50
"ADBE";31;"";"BOLSAINTERNACIONAL";"ADOBE USD 945 1,19 938 1,24";1.36;"Diciembre";2023;75;574;574.48;-0.113633198718846;2024-09-11 12:54:50
"ADBE";31;"Estimado";"TECNOLOGICO";"ADOBE USD 5.268 1,33 5.322 1,49";2.4;"Febrero";2024;75;574;574.48;-0.200529174209728;2024-09-11 12:54:50
"ADM.L";31;"";"FINANCIERO";"ADMIRAL GROUP GBP 76 0,66 -- --";1.29;"Diciembre";2023;76;2852;2845;0.317398945518453;2024-09-11 12:54:50
"ADP";17334.56;"68";"BESTIDEAS";"AUTOMATIC DATA PROCESSING";3.101818696;"320.21467";254.92;77;275.733;279.26;-3.91753725588769;2024-09-11 12:54:50
"ADS.DE";31;"";"BOLSAINTERNACIONAL";"ADIDAS EUR 759 0,76 -- -";0.5;"Diciembre";2023;78;212.8;209.1;0.884744141559067;2024-09-11 12:54:50
"ADYEN.AS";NA;"";"TECNOLOGICO";"ADYEN NV EUR 3.733 0,75 10.149 2,02";0.75;"Diciembre";2023;79;1298.8;1297.8;0.0577901063337957;2024-09-11 12:54:50
"ADYEN.AS";31;"";"BOLSAEUROPA";"ADYEN NV EUR 3.046 1,85 3.048 1,91";1.07;"Diciembre";2023;79;1298.8;1297.8;0.0824472183695485;2024-09-11 12:54:50
"AED.BR";31;"";"SECTORINMOBILIARIO";"AEDIFICA SA EUR 223 2,01 -- --";2.05;"Diciembre";2023;80;65;64.95;0.157813702848336;2024-09-11 12:54:50
"AEM";17361.52;"362";"BESTIDEAS";" AGNICO EAGLE MINES LTD       ";3.106642876;"320.71269";47.96;81;78.87;78.91;-0.157477778532474;2024-09-11 12:54:50
"AENA.MC";31;"";"SECTORINMOBILIARIO";"AENA EUR 343 1,63 139 1,00";1.55;"Diciembre";2023;82;188;185.1;2.42841707185306;2024-09-11 12:54:50
"AGCO";31;"";"MEGATRENDS";"AGCO CORPORATION USD 8.796 2,11 -- --";1.91;"Diciembre";2023;83;88.23;88.78;-1.18326199594503;2024-09-11 12:54:50
"AGN.AS";31;"";"FINANCIERO";"AEGON EUR 132 1,52 -- --";2.14;"Diciembre";2023;84;5.346;5.37;-0.956424581005588;2024-09-11 12:54:50
"ALC.SW";31;"";"SANIDAD";"ALCON INC CHF 1.816 0,43 1.651 0,41";0.44;"Diciembre";2023;85;82.4;82.52;-0.063984488608817;2024-09-11 12:54:50
"ALFEN.AS";NA;"";"MEGATRENDS";"ALFEN EUR 7.390 1,46 -- --";1.83;"Diciembre";2023;86;11.8;11.91;-1.69017632241813;2024-09-11 12:54:50
"ALM.MC";NA;"";"BOLSAESPANA";"LABORATORS ALMIRALL EUR 337 0,79 -- --";0.79;"Diciembre";2023;87;8.61;8.735;-1.13050944476245;2024-09-11 12:54:50
"ALV.DE";15;"Estimado";"DIVIDENDO";"ALLIANZ SE EUR 6.770 3,71 7.420 4,08";2.35;"Julio";2024;88;283.3;282.9;0.332272887946299;2024-09-11 12:54:50
"ALV.DE";NA;"";"BOLSAEUROPA";"ALLIANZ SE EUR 968 1,21 853 0,82";1.21;"Diciembre";2023;88;283.3;282.9;0.171085189112775;2024-09-11 12:54:50
"ALV.DE";15;"";"FINANCIERO";"ALLIANZ SE EUR 1.070 4,58 1.781 6,62";3.01;"Abril";2024;88;283.3;282.9;0.425592082007813;2024-09-11 12:54:50
"ALV.DE";NA;"";"BOLSAINTERNACIONAL";"ALLIANZ SE EUR 2.420 0,88 -- --";0.88;"Diciembre";2023;88;283.3;282.9;0.124425592082018;2024-09-11 12:54:50
"AMG.F";NA;"";"BOLSAUSA";"AMGEN USD 626 0,52 -- --";0.52;"Diciembre";2023;89;295.75;298.6;-0.496316141995985;2024-09-11 12:54:50
"AMGN";31;"Estimado";"SANIDAD";"AMGEN USD 5.788 1,37 5.135 1,26";2.46;"Mayo";2024;90;327.84;328.93;-0.815188641960319;2024-09-11 12:54:50
"AMH";31;"";"SECTORINMOBILIARIO";"AMERICAN HOMES 4 USD 561 0,79 513 0,78";2.43;"Agosto";2024;91;39.99;39.91;0.48709596592336;2024-09-11 12:54:50
"AMT";31;"";"SECTORINMOBILIARIO";"AMERICAN TOWER USD 738 3,51 489 3,53";3.91;"Agosto";2024;92;238.792;242.83;-6.50190668368819;2024-09-11 12:54:50
"AMT";NA;"";"BOLSAINTERNACIONAL";"AMERICAN TOWER USD 1.956 0,71 -- --";0.71;"Diciembre";2023;92;238.792;242.83;-1.18065313182062;2024-09-11 12:54:50
"AMT";NA;"";"BOLSAUSA";"AMERICAN TOWER USD 489 0,40 267 0,23";0.4;"Diciembre";2023;92;238.792;242.83;-0.665156693983447;2024-09-11 12:54:50
"AMUN.PA";31;"";"DIVIDENDO";"AMUNDI S.A. EUR 89 1,12 200 3,11";2.7;"Agosto";2024;93;65.85;66.1;-1.02118003025719;2024-09-11 12:54:50
"AMUN.PA";31;"";"FINANCIERO";"AMUNDI S.A. EUR 89 1,12 200 3,11";1.14;"Diciembre";2023;93;65.85;66.1;-0.431164901664145;2024-09-11 12:54:50
"AMZN";31;"";"BOLSAINTERNACIONAL";"AMAZON.COM USD 1.318 2,78 666 1,67";2.81;"Agosto";2024;94;181.44;179.55;2.95789473684208;2024-09-11 12:54:50
"AMZN";28;"";"GLOBAL";"AMAZON.COM USD 10.546 2,71 9.328 2,69";1.96;"Diciembre";2023;94;181.44;179.55;2.06315789473683;2024-09-11 12:54:50
"AMZN";31;"";"TECNOLOGICO";"AMAZON.COM USD 7.122 1,80 7.198 2,02";3.08;"Agosto";2024;94;181.44;179.55;3.24210526315787;2024-09-11 12:54:50
"AMZN";31;"";"BOLSAUSA";"AMAZON.COM USD 791 1,15 800 1,31";3.98;"Agosto";2024;94;181.44;179.55;4.1894736842105;2024-09-11 12:54:50
"ANA.MC";31;"";"NEWENERGY";"CORPORACION ACCIONA EUR 1.331 2,50 -- --";0.81;"Diciembre";2023;95;125.4;125.5;-0.0645418326693191;2024-09-11 12:54:50
"ANA.MC";31;"Estimado";"SECTORINMOBILIARIO";"ACCIONA SA EUR 97 0,90 -- --";2.2;"Diciembre";2023;95;125.4;125.5;-0.175298804780867;2024-09-11 12:54:50
"APD";31;"";"NEWENERGY";"AIR PROD CHEMICALS USD 874 1,60 -- --";1.31;"Diciembre";2023;96;273.67;275.23;-0.742506267485377;2024-09-11 12:54:50
"ARE";31;"Estimado";"SECTORINMOBILIARIO";"ALEXANDRIA REAL USD 157 1,13 -- --";2.21;"Julio";2024;97;119.4;119.76;-0.664328657314628;2024-09-11 12:54:50
"ARRY";31;"";"NEWENERGY";"ARRAY TECHNOLOGIES USD 1.214 2,22 -- --";1.74;"Diciembre";2023;98;6.465;5.69;23.6994727592267;2024-09-11 12:54:50
"ASM.AS";31;"Estimado";"SMALLCAPS";"ASM INTERNATIONAL EUR 2.330 1,88 1.885 2,13";0.92;"Diciembre";2023;99;543.4;536.4;1.20059656972409;2024-09-11 12:54:50
"ASML";26997.9;"31";"BESTIDEAS";"ASML HOLDING NV";4.830961442;"498.72184";870.9;100;787.26;751.38;23.0688728125529;2024-09-11 12:54:50
"ASML.AS";31;"Estimado";"BOLSAINTERNACIONAL";"ASM LITHOGRAPHY HOLD EUR 1.368 1,38 -- --";1.87;"Junio";2024;101;698.1;672.5;7.11851301115242;2024-09-11 12:54:50
"ASML.AS";15;"Estimado";"TECNOLOGICO";"ASML HOLDING USD";2.4;"Julio";2024;101;698.1;672.5;9.13605947955391;2024-09-11 12:54:50
"ASML.AS";31;"Estimado";"MEGATRENDS";"ASM LITHOGRAPHY HOLD EUR 10.703 2,41 10.409 2,05";2.54;"Julio";2024;101;698.1;672.5;9.66899628252789;2024-09-11 12:54:50
"ASML.AS";31;"";"BOLSAEUROPA";"ASM LITHOGRAPHY HOLD EUR 3.164 1,74 2.205 1,58";2.97;"Agosto";2024;101;698.1;672.5;11.305873605948;2024-09-11 12:54:50
"ASML.AS";31;"Estimado";"GLOBAL";"ASM HOLDING EUR";2.49;"Agosto";2024;101;698.1;672.5;9.47866171003718;2024-09-11 12:54:50
"ATYM.L";31;"";"SMALLCAPS";"ATALAYA MINING GBP 1.311 1,40 -- --";2.59;"Agosto";2024;102;349;344;3.76453488372093;2024-09-11 12:54:50
"AUTO.L";NA;"";"SMALLCAPS";"AUTO TRADER GROUP GBP 15 0,01 -- --";0.01;"Diciembre";2023;103;855.2;859.8;-0.00535008141428229;2024-09-11 12:54:50
"AVGO";NA;"";"BOLSAINTERNACIONAL";"BROADCOM USD 3.539 1,29 -- --";1.29;"Diciembre";2023;104;155.07;148.21;5.97085216921934;2024-09-11 12:54:50
"AVGO";31;"";"TECNOLOGICO";"BROADCOM USD 3.220 0,81 2.919 0,82";1.66;"Diciembre";2023;104;155.07;148.21;7.68342217124349;2024-09-11 12:54:50
"AVGO";31;"";"DIVIDENDO";"BROADCOM USD 5.436 2,12 5.561 2,28";2.69;"Agosto";2024;104;155.07;148.21;12.4508467714729;2024-09-11 12:54:50
"AVGO";NA;"";"BOLSAUSA";"BROADCOM USD 1.832 1,52 -- --";1.52;"Diciembre";2023;104;155.07;148.21;7.03542271101813;2024-09-11 12:54:50
"AVOL.SW";15;"Estimado";"SMALLCAPS";"AVOLTA AG CHF 2.063 1,68 2.420 1,95";1.88;"Julio";2024;105;32.12;31.38;4.43339706819629;2024-09-11 12:54:50
"AVTR";31;"";"MEGATRENDS";"AVANTOR USD 7.998 1,76 -- --";1.86;"Diciembre";2023;106;26.835;26.47;2.56479032867398;2024-09-11 12:54:50
"AXP";31;"";"FINANCIERO";"AMERICAN EXPRESS USD 291 2,45 -- --";3.34;"Agosto";2024;107;252.155;245.42;9.16587890147504;2024-09-11 12:54:50
"AXP.VI";NA;"";"BOLSAUSA";"AMERICAN EXPRESS USD 543 0,45 -- --";0.45;"Diciembre";2023;108;223.7;220.95;0.560081466395112;2024-09-11 12:54:50
"AZN.L";31;"";"SANIDAD";"ASTRAZENECA GBP 11.364 3,34 9.088 3,11";4.05;"Agosto";2024;109;12308;12406;-3.19925842334354;2024-09-11 12:54:50
"AZN.L";31;"";"BOLSAINTERNACIONAL";"ASTRAZENECA GBP 426 0,63 409 0,67";0.98;"Diciembre";2023;109;12308;12406;-0.774141544413993;2024-09-11 12:54:50
"AZN.L";31;"";"MEGATRENDS";"ASTRAZENECA GBP 11.157 2,20";3.87;"Agosto";2024;109;12308;12406;-3.05706916008383;2024-09-11 12:54:50
"AZN.L";31;"";"BOLSAEUROPA";"ASTRAZENECA GBP 2.089 1,15 3.828 2,74";2.72;"Agosto";2024;109;12308;12406;-2.14863775592455;2024-09-11 12:54:50
"BAB.L";15;"Estimado";"SMALLCAPS";"BABCOCK INTL GBP 1.151 0,93 -- --";1.88;"Julio";2024;110;478;481;-1.17255717255717;2024-09-11 12:54:50
"BABA";31;"";"GLOBAL";"ALIBABA GROUP USD 9.334 1,82 -- --";2.17;"Diciembre";2023;111;84.645;83.8;2.18812649164678;2024-09-11 12:54:50
"BAC";31;"";"FINANCIERO";"BANK OF AMERICA USD 1.850 7,92 1.630 6,06";3.51;"Agosto";2024;112;38.59;39.28;-6.16573319755599;2024-09-11 12:54:50
"BAC";31;"";"BOLSAUSA";"BANK OF AMERICA USD 891 1,30 670 1,09";0.68;"Diciembre";2023;112;38.59;39.28;-1.19450101832994;2024-09-11 12:54:50
"BAC";31;"";"BOLSAINTERNACIONAL";"BANK OF AMERICA USD 561 0,83 422 0,69";0.83;"Diciembre";2023;112;38.59;39.28;-1.45799389002036;2024-09-11 12:54:50
"BAM";31;"";"SECTORINMOBILIARIO";"BROOKFIELD ASSET USD 193 1,75 -- --";1.88;"Diciembre";2023;113;43.9;42.72;5.19288389513108;2024-09-11 12:54:50
"BAX";31;"";"SANIDAD";"BAXTER INTERNATIONAL USD 1.265 0,30 1.156 0,28";1.22;"Diciembre";2023;114;39.025;39.21;-0.575618464677385;2024-09-11 12:54:50
"BAYN.DE";NA;"";"BOLSAEUROPA";"BAYER EUR 673 0,84 1.013 0,97";0.84;"Diciembre";2023;115;27.01;27.615;-1.8403041825095;2024-09-11 12:54:50
"BBVA.MC";31;"";"BOLSAESPANA";"BBVA EUR 2.890 4,86 4.524 6,77";7.55;"Agosto";2024;116;8.894;8.922;-2.36942389598749;2024-09-11 12:54:50
"BC.MI";NA;"";"BOLSAEUROPA";"BRUNELLO CUCINELLI EUR 1.024 0,98 -- --";1.08;"Diciembre";2023;117;82.95;82.85;0.130356065178044;2024-09-11 12:54:50
"BC8.DE";16;"Estimado";"SMALLCAPS";"BECHTLE AG EUR 2.433 1,96 2.215 2,50";1.33;"Diciembre";2023;118;36.46;36.56;-0.363785557986876;2024-09-11 12:54:50
"BDX";31;"";"SANIDAD";"BECTON DICKINSON_CO USD 4.146 0,98 4.096 1,01";0.91;"Diciembre";2023;119;233.235;235.69;-0.947876447876442;2024-09-11 12:54:50
"BDX.VI";NA;"";"MEGATRENDS";"Becton Dickinson and Co EUR";2.58;"Julio";2024;120;210;214.2;-5.05882352941175;2024-09-11 12:54:50
"BFSA.DE";NA;"";"SMALLCAPS";"BEFESA EUR 605 0,49 1.680 1,90";1.61;"Diciembre";2023;121;24;24.1;-0.66804979253113;2024-09-11 12:54:50
"BFSA.MU";31;"";"NEWENERGY";"BEFESA EUR 607 1,12 -- --";1.37;"Diciembre";2023;122;24.34;24.52;-1.00570962479608;2024-09-11 12:54:50
"BIIB";31;"";"SANIDAD";"BIOGEN INC USD 1.968 0,47 1.654 0,41";1.03;"Diciembre";2023;123;198.38;200.64;-1.16018740031897;2024-09-11 12:54:50
"BKT.MC";31;"";"BOLSAESPANA";"BANKINTER EUR 888 1,86 664 1,39";4.68;"Agosto";2024;124;7.95;7.92;1.77272727272729;2024-09-11 12:54:50
"BLK";14;"";"BOLSAUSA";"BLACKROCK INC USD 3.776 3,62 -- --";0.43;"Diciembre";2023;125;871.27;883.83;-0.61106773927113;2024-09-11 12:54:50
"BLK";NA;"";"BOLSAINTERNACIONAL";"BLACKROCK INC USD 1.471 0,54 -- --";0.54;"Diciembre";2023;125;871.27;883.83;-0.767387393503279;2024-09-11 12:54:50
"BLK";31;"";"FINANCIERO";"BLACKROCK INC USD 129 1,63 -- --";3.23;"Agosto";2024;125;871.27;883.83;-4.59011348336221;2024-09-11 12:54:50
"BLND.L";NA;"";"SMALLCAPS";"BRITISH LAND GBP 1.013 0,83 -- --";0.83;"Diciembre";2023;126;443.8;441.6;0.413496376811592;2024-09-11 12:54:50
"BMY";NA;"";"BOLSAUSA";"BRISTOL-MYRS SQUIBB USD 651 0,54 821 0,69";0.54;"Diciembre";2023;127;48.764;49.28;-0.565422077922076;2024-09-11 12:54:50
"BMY";31;"Estimado";"DIVIDENDO";"BRISTOL-MYRS SQUIBB USD 7.437 2,26 9.379 2,73";2.26;"Diciembre";2023;127;48.764;49.28;-2.3663961038961;2024-09-11 12:54:50
"BMY";15;"Estimado";"SANIDAD";"BRISTOL-MYRS SQUIBB USD 9.233 2,19 7.187 1,77";2.46;"Mayo";2024;127;48.764;49.28;-2.57581168831168;2024-09-11 12:54:50
"BNP.PA";31;"";"BOLSAEUROPA";"BNP PARIBAS EUR 1.558 1,10 -- --";1.1;"Diciembre";2023;128;62.61;62.18;0.760694757156642;2024-09-11 12:54:50
"BNP.PA";15;"Estimado";"FINANCIERO";"BNP PARIBAS EUR 61 0,74 58 0,69";2.85;"Abril";2024;128;62.61;62.18;1.97089096172403;2024-09-11 12:54:50
"BOSS.DE";NA;"";"SMALLCAPS";"HUGO BOSS AG-ORD EUR 1.012 0,82 -- --";0.82;"Diciembre";2023;129;34.02;33.7;0.778635014836796;2024-09-11 12:54:50
"BOWL.L";NA;"";"SMALLCAPS";"HOLLYWOOD BOWL GBP 1.471 1,19 1.761 1,99";1.32;"Diciembre";2023;130;312;312.5;-0.2112;2024-09-11 12:54:50
"BRK-B";NA;"";"BOLSAINTERNACIONAL";"BERKSHIRE HATHAWAY USD 2.908 1,06 -- --";1.06;"Diciembre";2023;131;451.43;458.92;-1.73001830384381;2024-09-11 12:54:50
"BRK-B";31;"";"BOLSAUSA";"BERKSHIRE HATHAWAY USD 2.843 2,35 2.719 2,30";2.28;"Agosto";2024;131;451.43;458.92;-3.72117144600367;2024-09-11 12:54:50
"BSX";31;"";"SANIDAD";"BOSTON SCIENTIFIC USD 3.361 0,80 7.710 1,89";1.11;"Diciembre";2023;132;82.915;83.06;-0.193775583915237;2024-09-11 12:54:50
"BTI";27028.95;"835";"BESTIDEAS";"BRITISH AMERICAN TOBACCO PLC";4.83651748;"499.29542";32.37;133;39.145;39.22;-0.924882231004537;2024-09-11 12:54:50
"BVIC.L";31;"Estimado";"SMALLCAPS";"BRITVIC GBP 1.794 1,45 -- -";1.95;"Agosto";2023;134;1274;1274;0;2024-09-11 12:54:50
"BYG.L";31;"";"SECTORINMOBILIARIO";"BIG YELLOW GROUP PLC GBP 185 1,71 1.066 2,38";1.89;"Diciembre";2023;135;1306;1320;-2.00454545454545;2024-09-11 12:54:50
"C";31;"";"FINANCIERO";"CITIGROUP USD 1.177 5,04 1.017 3,78";1.29;"Diciembre";2023;136;56.92;57.95;-2.29283865401208;2024-09-11 12:54:50
"C";31;"";"BOLSAUSA";"CITIGROUP USD 615 0,90 501 0,82";0.38;"Diciembre";2023;136;56.92;57.95;-0.675409836065574;2024-09-11 12:54:50
"CABK.MC";31;"";"BOLSAESPANA";"CAIXABANK EUR 1.348 2,83 786 1,64";4.85;"Agosto";2024;137;5.334;5.388;-4.86080178173722;2024-09-11 12:54:50
"CAF.MC";31;"";"BOLSAESPANA";"C.A.F. EUR 942 1,97 945 1,98";2.3;"Diciembre";2023;138;33.55;33.3;1.72672672672673;2024-09-11 12:54:50
"CAF.MC";31;"Estimado";"SMALLCAPS";"C.A.F. EUR 1.822 1,94 385 0,22";1.19;"Diciembre";2023;138;33.55;33.3;0.893393393393393;2024-09-11 12:54:50
"CAP.PA";31;"";"MEGATRENDS";"CAPGEMINI EUR 9.720 2,33 -- --";2.43;"Junio";2023;139;190.4;190;0.511578947368428;2024-09-11 12:54:50
"CAP.PA";31;"";"BOLSAINTERNACIONAL";"CAPGEMINI EUR 726 1,08 634 1,04";0.55;"Diciembre";2023;139;190.4;190;0.115789473684212;2024-09-11 12:54:50
"CAP.PA";15;"Estimado";"TECNOLOGICO";"CAPGEMINI EUR 13.770 2,66 14.654 2,67";2.4;"Febrero";2024;139;190.4;190;0.505263157894744;2024-09-11 12:54:50
"CASH.MC";NA;"";"SMALLCAPS";"PROSEGUR CASH EUR 1.597 1,30 2.424 1,95";1.3;"Diciembre";2023;140;0.536;0.54;-0.962962962962964;2024-09-11 12:54:50
"CAT";31;"";"BOLSAUSA";"CATERPILLAR INC USD 198 0,29 149 0,24";0.55;"Diciembre";2023;141;334.35;334.16;0.0312724443380413;2024-09-11 12:54:50
"CB";31;"";"FINANCIERO";"CHUBB USD 155 1,15 -- --";1.71;"Diciembre";2023;142;284.35;291.03;-3.92495619008347;2024-09-11 12:54:50
"CBAV.MC";8041.15;"445";"BESTIDEAS";"Clínica Baviera, S.A";1.438870638;"148.54108";18.07;143;32.4;31.8;2.71485026037735;2024-09-11 12:54:50
"CCC.L";NA;"Estimado";"SMALLCAPS";"COMPUTACENTER GBP 2.217 1,79 1.794 2,03";1.39;"Diciembre";2023;144;2396;2418;-1.26468155500414;2024-09-11 12:54:50
"CCI";31;"";"SECTORINMOBILIARIO";"CROWN CASTLE INTL USD 154 1,42 -- --";2.22;"Julio";2024;145;119.71;119.94;-0.425712856428222;2024-09-11 12:54:50
"CFRZ.XC";NA;"";"GLOBAL";"CIE FINANCIERE RIC CHF 10.866 2,03 4.852 1,06";1.77;"Diciembre";2023;146;118.65;118.85;-0.297854438367673;2024-09-11 12:54:50
"CFT.SW";NA;"Estimado";"BOLSAEUROPA";"CIE FINANCIERE RIC CHF 1.120 1,41 1.164 1,12";1.94;"Mayo";2024;147;149.5;149;0.651006711409396;2024-09-11 12:54:50
"CHKP";31;"";"TECNOLOGICO";"CHECK POINT SOFTWARE USD 1.432 0,36 1.632 0,46";0.42;"Diciembre";2023;148;188.385;189.85;-0.324097972083224;2024-09-11 12:54:50
"CI";NA;"";"SANIDAD";"CIGNA USD 4.326 0,90 4.102 0,76";0.9;"Diciembre";2023;149;356.25;358.1;-0.464953923485066;2024-09-11 12:54:50
"CI";NA;"";"BOLSAINTERNACIONAL";"CIGNA USD 1.899 0,69 1.929 0,89";0.89;"Diciembre";2023;149;356.25;358.1;-0.459787768779676;2024-09-11 12:54:50
"CIE.MC";NA;"";"SMALLCAPS";"CIE AUTOMOTIVE EUR 1.159 0,93 -- --";0.87;"Diciembre";2023;150;25.3;25.5;-0.682352941176468;2024-09-11 12:54:50
"CIE.MC";31;"";"BOLSAESPANA";"CIE AUTOMOTIVE EUR 1.455 2,44 815 1,22";1.39;"Diciembre";2023;150;25.3;25.5;-1.09019607843137;2024-09-11 12:54:50
"CIEN";31;"";"MEGATRENDS";"CIENA USD 6.064 1,85 5.624 2,21";2.81;"Agosto";2024;151;52.88;52.81;0.372467335731871;2024-09-11 12:54:50
"CIEN";31;"";"TECNOLOGICO";"CIENA USD 6.574 1,27 8.123 1,48";2.59;"Agosto";2023;151;52.88;52.81;0.343306192009091;2024-09-11 12:54:50
"CK0.SG";NA;"Estimado";"BOLSAEUROPA";"COCA COLA EUROPAC EUR 1.445 1,81 -- --";1.94;"Mayo";2024;152;71.7;72.8;-2.93131868131867;2024-09-11 12:54:50
"CL";NA;"";"GLOBAL";"COLGATE- PALMOLIVE C USD 7.062 1,32 -- --";1.98;"Diciembre";2023;153;105.745;106.84;-2.02929614376638;2024-09-11 12:54:50
"CLNX.MC";15;"";"BOLSAESPANA";"CELLNEX TELECOM SAU EUR 1.838 3,09 1.208 1,81";3.14;"Agosto";2024;154;36.12;35.94;1.57262103505843;2024-09-11 12:54:50
"CMC.F";NA;"";"GLOBAL";"JPM CHASE USD 4.315 0,88 -- --";0.88;"Diciembre";2023;155;183.6;184.98;-0.656503405773595;2024-09-11 12:54:50
