"ticker";"idorden";"nada";"fondo";"accion";"porcentaje";"mes";"ano";"id";"ultimo";"previo";"repercusion";"diahora"
"IBE.MC";94730.48;"8216";"BESTIDEAS";"Iberdrola, S.A.";17.56838834;"1749.91979";11.95;256;13.36;13.34;2.63394128035976;2024-09-11 12:54:50
"IBE.MC";28;"";"BOLSAINTERNACIONAL";"IBERDROLA EUR 4.599 2,23 742 0,75";1.47;"Diciembre";2023;256;13.36;13.34;0.220389805097447;2024-09-11 12:54:50
"IBE.MC";31;"";"NEWENERGY";"IBERDROLA EUR 2.611 7,29 2.493 7,82";4.73;"Agosto";2024;256;13.36;13.34;0.709145427286342;2024-09-11 12:54:50
"IBE.MC";31;"Estimado";"BOLSAEUROPA";"IBERDROLA EUR 2.469 1,50 1.694 1,06";1.94;"Mayo";2024;256;13.36;13.34;0.290854572713637;2024-09-11 12:54:50
"IBE.MC";15;"Estimado";"DIVIDENDO";"IBERDROLA EUR 7.528 4,13 7.188 3,96";2.35;"Julio";2024;256;13.36;13.34;0.352323838080952;2024-09-11 12:54:50
"IBE.MC";31;"";"BOLSAESPANA";"IBERDROLA EUR 5.600 9,41 6.821 10,21";9.67;"Agosto";2024;256;13.36;13.34;1.44977511244375;2024-09-11 12:54:50
"IBM";31;"";"TECNOLOGICO";"IBM CORP USD 6.248 1,58 5.667 1,59";1.65;"Diciembre";2023;257;207.81;205.32;2.00102279368791;2024-09-11 12:54:50
"IBM";31;"";"BOLSAUSA";"IBM CORP USD 454 0,66 412 0,67";0.37;"Diciembre";2023;257;207.81;205.32;0.448714202220925;2024-09-11 12:54:50
"IBM";NA;"";"BOLSAINTERNACIONAL";"IBM CORP USD 1.926 0,70 -- --";0.7;"Diciembre";2023;257;207.81;205.32;0.848918760958507;2024-09-11 12:54:50
"ICOS.MI";15;"Estimado";"SMALLCAPS";"INTERCOS EUR 2.031 1,64 -- --";1.88;"Julio";2024;258;14.62;14.84;-2.78706199460917;2024-09-11 12:54:50
"IDR.MC";31;"";"BOLSAESPANA";"INDRA EUR 639 1,53 -- --";1.32;"Diciembre";2023;259;16.5;16.67;-1.34613077384524;2024-09-11 12:54:50
"IESJ.F";NA;"";"FINANCIERO";"INTESA SANPAOLO EUR 106 0,98 144 1,09";0.98;"Diciembre";2023;260;21.8;22;-0.890909090909088;2024-09-11 12:54:50
"IFX.DE";31;"";"TECNOLOGICO";"INFINEON TECHNOLOG. EUR 8.677 2,19 7.534 2,12";0.99;"Diciembre";2023;261;28.88;28.52;1.24964936886395;2024-09-11 12:54:50
"IFX.DE";31;"Estimado";"NEWENERGY";"INFINEON TECHNOLOG. EUR 1.085 1,99 -- --";3.01;"Julio";2024;261;28.88;28.52;3.79943899018232;2024-09-11 12:54:50
"ILMN";31;"";"SANIDAD";"ILLUMINA USD 2.966 0,70 8.195 2,01";0.37;"Diciembre";2023;262;124.56;124.13;0.128172077660519;2024-09-11 12:54:50
"INCH.L";NA;"";"SMALLCAPS";"INCHCAPE PLC GBP 824 0,67 -- --";0.67;"Diciembre";2023;263;814;824;-0.813106796116505;2024-09-11 12:54:50
"INGA.AS";31;"";"FINANCIERO";"ING GROEP NV EUR 1.706 7,31 1.628 6,06";3.89;"Agosto";2024;264;16.054;15.99;1.55697310819258;2024-09-11 12:54:50
"INGA.AS";31;"";"BOLSAINTERNACIONAL";"ING GROEP NV EUR 1.320 1,66 -- --";2.04;"Agosto";2024;264;16.054;15.99;0.816510318949321;2024-09-11 12:54:50
"INGA.AS";31;"";"BOLSAEUROPA";"ING GROEP NV EUR 1.141 0,81 -- --";1.1;"Diciembre";2023;264;16.054;15.99;0.440275171982477;2024-09-11 12:54:50
"INRN.SW";NA;"";"SMALLCAPS";"INTERROLL HOLDING CHF 1.837 1,48 1.543 1,74";1.52;"Diciembre";2023;265;2525;2520;0.301587301587302;2024-09-11 12:54:50
"INTC";31;"";"BOLSAUSA";"INTEL CORP USD 709 1,03 530 0,87";0.58;"Diciembre";2023;266;19.165;18.98;0.565331928345623;2024-09-11 12:54:50
"INVH";31;"";"SECTORINMOBILIARIO";"INVITATION HOMES USD 641 0,90 564 0,85";2.42;"Agosto";2024;267;35.94;36.09;-1.00581878636745;2024-09-11 12:54:50
"IQV";31;"";"SANIDAD";"IQVIA HOLDINGS USD 8.397 1,99 11.146 2,74";1.78;"Diciembre";2023;268;237.249;235.2;1.55068877551021;2024-09-11 12:54:50
"ISRG";31;"";"SANIDAD";"INTUITIVE SURGICAL USD 7.245 1,72 7.701 1,89";3.14;"Agosto";2024;269;487;484.24;1.78969106228316;2024-09-11 12:54:50
"ISRG";28;"";"GLOBAL";"INTUITIVE SURGICAL USD 2.899 0,74 2.769 0,80";1.37;"Diciembre";2023;269;487;484.24;0.780852469849659;2024-09-11 12:54:50
"ISRG";31;"";"BOLSAINTERNACIONAL";"INTUITIVE SURGICAL USD 773 0,97 -- --";0.8;"Diciembre";2023;269;487;484.24;0.455972245167684;2024-09-11 12:54:50
"ITKA.MU";NA;"";"BOLSAEUROPA";"ANHEUSER-BUSCH EUR 526 0,66 -- --";0.66;"Diciembre";2023;270;58;57.5;0.573913043478261;2024-09-11 12:54:50
"ITX.MC";31;"";"GLOBAL";"INDITEX EUR 10.526 1,90 9.754 1,91";0.92;"Diciembre";2023;271;48.38;46.28;4.17458945548833;2024-09-11 12:54:50
"ITX.MC";31;"";"BOLSAESPANA";"INDITEX EUR 3.680 6,18 6.102 9,14";9.37;"Agosto";2024;271;48.38;46.28;42.5172860847018;2024-09-11 12:54:50
"JAZZ";31;"";"SANIDAD";"JAZZ PHARMACEUTICALS USD 1.387 0,33 1.337 0,33";0.23;"Diciembre";2023;272;106.475;107.1;-0.13422035480859;2024-09-11 12:54:50
"JNJ";31;"";"GLOBAL";"JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,69";2.05;"Diciembre";2023;273;165.5;167.38;-2.30254510694228;2024-09-11 12:54:50
"JNJ";NA;"";"BOLSAINTERNACIONAL";"JOHNSON_JOHNSON USD 3.408 1,24 1.517 0,70";1.24;"Diciembre";2023;273;165.5;167.38;-1.39275899151631;2024-09-11 12:54:50
"JNJ";31;"";"SANIDAD";"JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,71";2.61;"Agosto";2024;273;165.5;167.38;-2.93153303859481;2024-09-11 12:54:50
"JNJ";14904;"107";"BESTIDEAS";"Johnson Johnson";3.101718491;"275.31587";162;273;165.5;167.38;-3.48382767539729;2024-09-11 12:54:50
"JNJ";15;"Estimado";"DIVIDENDO";"JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,70";2.35;"Julio";2024;273;165.5;167.38;-2.63950292747042;2024-09-11 12:54:50
"JNJ";15;"Estimado";"BOLSAUSA";"JOHNSON  JOHNSON USD 1.121 1,63 1.031 1,68";1.67;"Abril";2024;273;165.5;167.38;-1.87573186760664;2024-09-11 12:54:50
"JPM";31;"";"FINANCIERO";"JPM CHASE USD 1.885 8,07 1.983 7,38";7.01;"Agosto";2024;274;205.465;205.56;-0.323968670947651;2024-09-11 12:54:50
"JPM";31;"";"BOLSAUSA";"JPM CHASE USD 649 0,95 520 0,85";1.82;"Agosto";2024;274;205.465;205.56;-0.0841116948822718;2024-09-11 12:54:50
"JPM";31;"";"BOLSAINTERNACIONAL";"JPM CHASE USD 779 1,15 406 0,66";2.62;"Agosto";2024;274;205.465;205.56;-0.121083868456897;2024-09-11 12:54:50
"KARN.SW";NA;"";"SMALLCAPS";"KARDEX HOLDING CHF 1.267 1,02 719 0,81";1.18;"Diciembre";2023;275;260.5;261.5;-0.451242829827916;2024-09-11 12:54:50
"KCR.HE";31;"";"SMALLCAPS";"KONECRANES OYJ EUR 2.916 2,35 2.708 3,06";2.35;"Agosto";2024;276;57.05;57.3;-1.02530541012216;2024-09-11 12:54:50
"KER.PA";31;"";"BOLSAINTERNACIONAL";"KERING EUR 3.329 1,82 735 0,74";0.51;"Diciembre";2023;277;229.8;229.3;0.111208024422154;2024-09-11 12:54:50
"KHC";NA;"Estimado";"GLOBAL";"KRAFT HEINZ USD 9.715 1,98 -- --";2.37;"Mayo";2024;278;35.005;35.52;-3.43623310810811;2024-09-11 12:54:50
"KO";NA;"";"BOLSAINTERNACIONAL";"COCA COLA USD 1.656 0,76 -- --";0.76;"Diciembre";2023;279;70.905;71.55;-0.685115303983224;2024-09-11 12:54:50
"KO";31;"";"BOLSAUSA";"COCA COLA USD 1.034 1,51 359 0,59";1.19;"Diciembre";2023;279;70.905;71.55;-1.07274633123689;2024-09-11 12:54:50
"KO";31;"";"GLOBAL";"COCA COLA USD 4.037 1,04 3.664 1,06";2.52;"Agosto";2024;279;70.905;71.55;-2.27169811320753;2024-09-11 12:54:50
"KO";31;"";"DIVIDENDO";"COCA COLA USD 2.674 0,94 -- --";2.88;"Agosto";2024;279;70.905;71.55;-2.59622641509432;2024-09-11 12:54:50
"KPN.AS";31;"";"DIVIDENDO";"KONINKLIJKE KPN EUR 4.515 2,82 3.880 2,28";1.39;"Diciembre";2023;280;3.755;3.746;0.333956219967962;2024-09-11 12:54:50
"KRZ.IR";31;"";"MEGATRENDS";"KERRY GROUP PLC EUR 3.863 1,18 -- --";3.16;"Agosto";2024;281;91.95;95.1;-10.4668769716088;2024-09-11 12:54:50
"KTF.F";NA;"";"BOLSAUSA";"MONDELEZ INTERNATION USD 328 0,27 1.672 1,41";1.41;"Diciembre";2023;282;67.68;68.17;-1.01349567258324;2024-09-11 12:54:50
"KYL.F";NA;"";"BOLSAEUROPA";"KERRY GROUP PLC EUR 3.863 1,18 -- --";2.34;"Agosto";2024;283;0.785;0.76;7.69736842105264;2024-09-11 12:54:50
"LDO.MI";31;"Estimado";"SMALLCAPS";"LEONARDO EUR 1.684 1,36 -- --";1.95;"Agosto";2024;284;20.21;20.31;-0.960118168389935;2024-09-11 12:54:50
"LEG.DE";15;"";"SECTORINMOBILIARIO";"LEG IMMOBILIEN EUR 283 2,61 1.525 3,40";2.06;"Diciembre";2023;285;92.84;94.02;-2.58540736013613;2024-09-11 12:54:50
"LIN";31;"";"NEWENERGY";"LINDE PLC USD 860 1,58 -- --";1.93;"Diciembre";2023;286;462.535;463.72;-0.493196325368758;2024-09-11 12:54:50
"LIN.DE";NA;"";"BOLSAINTERNACIONAL";"LINDE PLC USD 1.860 0,68 -- --";0.68;"Diciembre";2023;287;415;420.8;-0.93726235741445;2024-09-11 12:54:50
"LLY";31;"";"SANIDAD";"LILLY USD 7.208 2,12 3.850 1,32";9.36;"Agosto";2024;288;919.164;901.25;18.604720110957;2024-09-11 12:54:50
"LLY";NA;"";"GLOBAL";"LILLY USD 8.598 1,60 -- --";1.8;"Diciembre";2023;288;919.164;901.25;3.57783079056865;2024-09-11 12:54:50
"LLY";31;"";"BOLSAUSA";"LILLY USD 319 0,46 276 0,45";1.35;"Diciembre";2023;288;919.164;901.25;2.68337309292649;2024-09-11 12:54:50
"LLY";NA;"";"BOLSAINTERNACIONAL";"LILLY USD 3.432 1,25 1.290 0,59";1.25;"Diciembre";2023;288;919.164;901.25;2.48460471567268;2024-09-11 12:54:50
"LNG";31;"Estimado";"SECTORINMOBILIARIO";"CHENIERE ENERGY USD 431 2,31 -- --";2.21;"Julio";2024;289;176.305;177.77;-1.82125780502897;2024-09-11 12:54:50
"LOG.MC";6026.4;"270";"BESTIDEAS";"Logista            Industrials ";1.078354466;"111.32337";22.32;290;27.7;27.68;0.0779157851156053;2024-09-11 12:54:50
"LOG.MC";31;"";"BOLSAESPANA";"LOGISTA EUR 254 0,53 -- --";1.61;"Diciembre";2023;290;27.7;27.68;0.116329479768784;2024-09-11 12:54:50
"LOGI";30;"Estimado";"MEGATRENDS";"LOGITECH INTERNAT CHF 7.709 2,36 6.833 2,68";2.43;"Junio";2023;291;84.68;85.19;-1.45474820988376;2024-09-11 12:54:50
"LONNE.SW";NA;"";"BOLSAEUROPA";"LONZA GROUP CHF 1.141 1,43 1.802 1,73";1.43;"Diciembre";2023;292;542;545.8;-0.995602784902883;2024-09-11 12:54:50
"LOR.F";15;"";"BOLSAINTERNACIONAL";"LOREAL EUR 1.350 1,36 -- --";1.87;"Mayo";2024;293;370.2;375;-2.39360000000001;2024-09-11 12:54:50
"LPE.PA";NA;"";"SMALLCAPS";"LAURENT-PERRIER EUR 1.524 1,23 -- --";1.16;"Diciembre";2023;294;111.5;111.5;0;2024-09-11 12:54:50
"LR.PA";31;"";"NEWENERGY";"LEGRAND EUR 1.031 1,89 -- --";2.03;"Diciembre";2023;295;98.7;97.82;1.8262114087099;2024-09-11 12:54:50
"LRCX";31;"";"BOLSAINTERNACIONAL";"LAM RESEARCH CORP USD 1.015 1,51 773 1,27";0.78;"Diciembre";2023;296;747.22;731.56;1.66969216468917;2024-09-11 12:54:50
"LRCX";31;"Estimado";"GLOBAL";"LAM RESEARCH CORP USD 9.487 1,43 -- --";2.51;"Agosto";2024;296;747.22;731.56;5.37298376073052;2024-09-11 12:54:50
"LSEG.L";NA;"";"FINANCIERO";"LONDON STOCK EXCHANG GBP 75 0,69 -- --";0.69;"Diciembre";2023;297;10375;10375;0;2024-09-11 12:54:50
"MA";31;"";"BOLSAUSA";"MASTERCARD INC USD 205 3,18 -- --";1.89;"Agosto";2024;298;484.675;488.02;-1.29544895700995;2024-09-11 12:54:50
"MA";31;"";"FINANCIERO";"MASTERCARD INC USD 205 3,18 -- --";4.88;"Agosto";2024;298;484.675;488.02;-3.34486291545426;2024-09-11 12:54:50
"MA";31;"Estimado";"BOLSAINTERNACIONAL";"MASTERCARD INC USD 205 3,18 -- --";1.74;"Febrero";2024;298;484.675;488.02;-1.19263554772344;2024-09-11 12:54:50
"MAP.MC";31;"";"BOLSAESPANA";"MAPFRE EUR 629 1,32 564 1,18";2.28;"Diciembre";2023;299;2.24;2.244;-0.406417112299466;2024-09-11 12:54:50
"MAP.MC";5940;"3000";"BESTIDEAS";"Mapfre, S.A.";1.062894187;"109.72734";1.98;299;2.24;2.244;-0.189464204456328;2024-09-11 12:54:50
"MAR";11327;"47";"BESTIDEAS";"MARRIOTT INTERNATIONAL -CL";2.02683543;"209.23932";241;300;226.81;225.67;1.02388106092969;2024-09-11 12:54:50
"MBG.DE";NA;"";"BOLSAEUROPA";"MERCEDES-BENZ GROUP EUR 589 0,56 -- --";0.63;"Diciembre";2023;301;55.68;55.4;0.318411552346572;2024-09-11 12:54:50
"MC.PA";28069.04;"40";"BESTIDEAS";"LVMH MOET HENNESSY LOUIS VUI";5.908975925;"518.5086";825.56;302;607;612.4;-5.21039679866098;2024-09-11 12:54:50
"MC.PA";15;"Estimado";"GLOBAL";"LOUIS VUITTON EUR 8.941 1,62 8.041 1,57";2.37;"Mayo";2024;302;607;612.4;-2.08981058131939;2024-09-11 12:54:50
"MC.PA";31;"Estimado";"BOLSAINTERNACIONAL";"LOUIS VUITTON EUR 568 0,84 511 0,84";1.74;"Febrero";2024;302;607;612.4;-1.5342913128674;2024-09-11 12:54:50
"MC.PA";15;"";"BOLSAEUROPA";"LOUIS VUITTON EUR 2.329 1,41 2.095 1,31";1.97;"Junio";2024;302;607;612.4;-1.73709993468321;2024-09-11 12:54:50
"MCD";31;"";"GLOBAL";"MCDONALD CORP USD 1.146 1,67 176 0,29";1.74;"Diciembre";2023;303;287.58;291.27;-2.20434648264497;2024-09-11 12:54:50
"MCD";14;"";"BOLSAUSA";"MCDONALD CORP USD 1.146 1,67 176 0,29";0.89;"Diciembre";2023;303;287.58;291.27;-1.12751055721495;2024-09-11 12:54:50
"MCD";31;"";"BOLSAINTERNACIONAL";"MCDONALD CORP USD 1.146 1,67 176 0,29";0.83;"Diciembre";2023;303;287.58;291.27;-1.05149860953754;2024-09-11 12:54:50
"MCM.MC";31;"";"SMALLCAPS";"MIQUEL Y COSTAS EUR 761 0,86 -- --";0.9;"Diciembre";2023;304;12.3;12.5;-1.44;2024-09-11 12:54:50
"MCM.MC";31;"";"BOLSAESPANA";"MIQUEL Y COSTAS EUR 993 2,08 949 1,99";0.97;"Diciembre";2023;304;12.3;12.5;-1.55199999999999;2024-09-11 12:54:50
"MCO";31;"";"FINANCIERO";"MOODY`S CORP USD 64 0,81 -- --";2.29;"Diciembre";2023;305;478;484.14;-2.90424257446193;2024-09-11 12:54:50
"MDT";15;"Estimado";"GLOBAL";"MEDTRONIC USD 13.487 2,51 4.283 0,93";2.37;"Mayo";2024;306;90.04;90.99;-2.47444774151003;2024-09-11 12:54:50
"MDT";31;"Estimado";"SANIDAD";"MEDTRONIC USD 4.373 1,04 4.163 1,02";2.46;"Diciembre";2023;306;90.04;90.99;-2.56841411144079;2024-09-11 12:54:50
"MDT";NA;"";"DIVIDENDO";"Medtronic PLC USD";2.54;"Agosto";2024;306;90.04;90.99;-2.65193977360146;2024-09-11 12:54:50
"MET";31;"";"BOLSAUSA";"METLIFE USD 155 0,23 115 0,19";0.15;"Diciembre";2023;307;74.29;74.63;-0.0683371298405445;2024-09-11 12:54:50
"META";31;"";"BOLSAUSA";"META PLATFORMS USD 3.215 3,00 4.733 5,55";3.03;"Agosto";2024;308;508.09;504.79;1.98082370886901;2024-09-11 12:54:50
"META";31;"Estimado";"GLOBAL";"META PLATFORMS USD 3.215 3,00 4.733 5,55";0.97;"Diciembre";2023;308;508.09;504.79;0.634125081717141;2024-09-11 12:54:50
"META";31;"";"TECNOLOGICO";"META PLATFORMS USD 3.215 3,00 4.733 5,55";7.05;"Agosto";2024;308;508.09;504.79;4.60884724340809;2024-09-11 12:54:50
"META";31;"";"BOLSAINTERNACIONAL";"META PLATFORMS USD 3.215 3,00 4.733 5,55";2.34;"Agosto";2024;308;508.09;504.79;1.5297450424929;2024-09-11 12:54:50
"MMM";31;"";"BOLSAUSA";"3M CO USD 1.232 1,79 501 0,82";0.37;"Diciembre";2023;309;130.31;130.09;0.0625720654931198;2024-09-11 12:54:50
"MOV.F";NA;"";"GLOBAL";"MONCLER SPA EUR 7.798 1,45 6.094 1,33";1.39;"Diciembre";2023;310;50.02;49.37;1.8300587401256;2024-09-11 12:54:50
"MRK";31;"";"SANIDAD";"MERCK  CO INC USD 14.426 4,23 12.013 4,11";5.42;"Agosto";2024;311;114.54;115.33;-3.71265065464316;2024-09-11 12:54:50
"MRK";31;"";"BOLSAINTERNACIONAL";"MERCK  CO INC USD 460 0,68 231 0,38";1.01;"Diciembre";2023;311;114.54;115.33;-0.691840804647526;2024-09-11 12:54:50
"MRK";31;"";"MEGATRENDS";"Merck  Co. INC USD";3.63;"Agosto";2024;311;114.54;115.33;-2.48651695135695;2024-09-11 12:54:50
"MRK";NA;"";"GLOBAL";"MERCK_CO INC USD 4.760 0,89 -- --";0.9;"Diciembre";2023;311;114.54;115.33;-0.616491806121558;2024-09-11 12:54:50
"MRK";15;"";"BOLSAUSA";"MERCK_CO INC USD 1.512 2,20 1.540 2,52";2;"Agosto";2024;311;114.54;115.33;-1.36998179138124;2024-09-11 12:54:50
"MRK";15;"Estimado";"DIVIDENDO";"MERCK_CO INC USD 6.302 3,16 6.066 3,50";2.35;"Julio";2024;311;114.54;115.33;-1.60972860487296;2024-09-11 12:54:50
"MRK.F";31;"";"MEGATRENDS";"Merck Kgaa  EUR";2.68;"Agosto";2024;312;169.8;170.35;-0.865277370120314;2024-09-11 12:54:50
"MRK.F";31;"";"SANIDAD";"MERCK KGAA EUR 4.879 0,83 4.709 0,82";2.72;"Agosto";2024;312;169.8;170.35;-0.87819195773405;2024-09-11 12:54:50
"MRK.F";NA;"";"BOLSAEUROPA";"MERCK KGAA EUR 909 0,87 1.085 1,15";1.08;"Diciembre";2023;312;169.8;170.35;-0.348693865570873;2024-09-11 12:54:50
"MRL.MC";31;"";"BOLSAESPANA";"MERLIN PROPERTIES EUR 549 1,15 490 1,03";1.42;"Diciembre";2023;313;11.36;11.53;-2.09366869037294;2024-09-11 12:54:50
"MRL.MC";31;"";"SECTORINMOBILIARIO";"MERLIN PROPERTIES EUR 89 0,82 574 1,28";1.75;"Diciembre";2023;313;11.36;11.53;-2.58022549869905;2024-09-11 12:54:50
"MRO";6603.03;"223";"BESTIDEAS";"Marathon Oil Corporation";1.181535724;"121.97524";29.61;314;25.915;26.22;-1.37440273005339;2024-09-11 12:54:50
"MRVI";31;"";"SANIDAD";"MARAVAI LIFESCIENCES USD 2.865 0,49 2.981 0,52";0.19;"Diciembre";2023;315;8.772;8.98;-0.440089086859689;2024-09-11 12:54:50
"MRVL";31;"";"TECNOLOGICO";"MARVELL TECHNOLOGY USD 1.670 0,42 1.557 0,44";0.44;"Diciembre";2023;316;73.88;71.6;1.40111731843575;2024-09-11 12:54:50
"MS";31;"";"FINANCIERO";"MORGAN STANLEY USD 99 1,26 -- --";3.19;"Julio";2024;317;96.335;96.62;-0.940954253777721;2024-09-11 12:54:50
"MS-PF";NA;"";"BOLSAUSA";"MORGAN STANLEY USD 634 0,52 -- --";0.52;"Diciembre";2023;318;25.4;25.42;-0.0409126671911944;2024-09-11 12:54:50
"MSFT";31;"";"TECNOLOGICO";"MICROSOFT USD 4.500 1,47 3.771 1,30";8;"Agosto";2024;319;419.41;414.2;10.062771607919;2024-09-11 12:54:50
"MSFT";18355.95;"45";"BESTIDEAS";"MICROSOFT CORP ";3.284584604;"339.08242";407.91;319;419.41;414.2;4.13150308711736;2024-09-11 12:54:50
"MSFT";31;"";"BOLSAUSA";"MICROSOFT USD 1.336 4,20 1.178 3,99";6.44;"Agosto";2024;319;419.41;414.2;8.10053114437476;2024-09-11 12:54:50
"MSFT";31;"";"GLOBAL";"MICROSOFT USD 10.983 2,82 9.203 2,65";3.87;"Agosto";2024;319;419.41;414.2;4.86786576533079;2024-09-11 12:54:50
"MSFT";31;"";"MEGATRENDS";"MICROSOFT USD 1.547 1,38 471 1,66";4.65;"Agosto";2024;319;419.41;414.2;5.84898599710289;2024-09-11 12:54:50
"MSFT";31;"";"BOLSAINTERNACIONAL";"MICROSOFT USD 1.828 3,86 1.532 3,85";5.01;"Agosto";2024;319;419.41;414.2;6.30181071945924;2024-09-11 12:54:50
"MTS.MC";NA;"";"BOLSAEUROPA";"ARCELOR MITTAL EUR 997 0,96 -- --";1.26;"Diciembre";2023;320;19.695;19.72;-0.159736308316421;2024-09-11 12:54:50
"MU";31;"Estimado";"TECNOLOGICO";"MICRON TECHNOLOGY USD 7.069 1,79 5.784 1,62";2.4;"Julio";2024;321;88.84;86.85;5.49913644214165;2024-09-11 12:54:50
"MUV2.HA";15;"Estimado";"DIVIDENDO";"MUENCHENER RUECKVER EUR 8.440 2,57 7.731 2,25";2.35;"Julio";2024;322;482.6;480.4;1.07618651124066;2024-09-11 12:54:50
"NDA-DK.CO";31;"Estimado";"BOLSAINTERNACIONAL";"NORDEA BANK SEK 2.065 1,00 -- --";1.74;"Febrero";2024;323;77.08;77.84;-1.6988694758479;2024-09-11 12:54:50
"NDA-SE.ST";31;"";"DIVIDENDO";"NORDEA BANK SEK 5.712 2,00 3.022 1,24";2.19;"Diciembre";2023;324;118.2;119.2;-1.83724832214765;2024-09-11 12:54:50
"NDA-SE.ST";15;"Estimado";"FINANCIERO";"NORDEA BANK SEK 100 1,21 85 1,00";2.85;"Abril";2024;324;118.2;119.2;-2.39093959731544;2024-09-11 12:54:50
"NEE";15;"Estimado";"BOLSAUSA";"NEXTERA ENERGY USD 2.733 2,47 -- --";1.67;"Abril";2024;325;83.16;82.3;1.74507897934386;2024-09-11 12:54:50
"NEE";NA;"";"BOLSAINTERNACIONAL";"NEXTERA ENERGY USD 1.926 0,70 -- --";0.7;"Diciembre";2023;325;83.16;82.3;0.731470230862697;2024-09-11 12:54:50
"NEE";31;"";"NEWENERGY";"NEXTERA ENERGY USD 1.289 2,36 947 2,38";3.26;"Agosto";2023;325;83.16;82.3;3.40656136087485;2024-09-11 12:54:50
"NEE";31;"";"SECTORINMOBILIARIO";"NEXTERA ENERGY USD 1.289 2,36 947 2,38";3.78;"Agosto";2024;325;83.16;82.3;3.94993924665856;2024-09-11 12:54:50
"NEF.DE";31;"";"NEWENERGY";"NESTE OYJ EUR 1.680 3,21 1.756 3,24";2.82;"Diciembre";2023;326;48.41;48.41;0;2024-09-11 12:54:50
"NEL.OL";31;"";"NEWENERGY";"NEL ASA NOK 1.005 1,84 -- --";0.67;"Diciembre";2023;327;5.208;4.964;3.29331184528606;2024-09-11 12:54:50
"NEOEN.PA";31;"";"NEWENERGY";"NEOEN SA EUR 1.545 2,96 1.526 2,82";1.75;"Diciembre";2023;328;38.8;38.83;-0.135204738604177;2024-09-11 12:54:50
"NESN.SW";31;"";"BOLSAEUROPA";"NESTLE CHF 4.435 2,44 3.642 2,60";2.35;"Agosto";2024;329;87.76;88.3;-1.43714609286521;2024-09-11 12:54:50
"NESN.SW";31;"Estimado";"BOLSAINTERNACIONAL";"NESTLE CHF 1.000 1,48 390 0,64";1.74;"Febrero";2024;329;87.76;88.3;-1.06409966024913;2024-09-11 12:54:50
"NESN.SW";31;"";"GLOBAL";"NESTLE CHF 9.676 2,49 9.136 2,63";2.49;"Agosto";2024;329;87.76;88.3;-1.52276330690824;2024-09-11 12:54:50
"NESN.SW";NA;"";"DIVIDENDO";"NESTLE CHF 7.710 2,24 -- --";2.23;"Diciembre";2023;329;87.76;88.3;-1.36375990939975;2024-09-11 12:54:50
"NESTE.HE";31;"";"BOLSAINTERNACIONAL";"NESTE OYJ EUR 606 0,69 -- --";0.59;"Diciembre";2023;330;16.055;17.75;-5.63408450704225;2024-09-11 12:54:50
"NFLX";15;"Estimado";"TECNOLOGICO";"NETFLIX USD 7.560 1,91 -- --";2.4;"Julio";2024;331;675.912;673.62;0.816602832457479;2024-09-11 12:54:50
"NFLX";NA;"";"BOLSAUSA";"NETFLIX USD 882 0,73 -- --";0.73;"Diciembre";2023;331;675.912;673.62;0.24838336153915;2024-09-11 12:54:50
"NG.L";NA;"";"NEWENERGY";"NATIONAL GBP 606 1,13 281 0,59";1.32;"Diciembre";2023;332;1042;1043;-0.126558005752637;2024-09-11 12:54:50
"NG.L";31;"";"BOLSAEUROPA";"National Grid PLC Nuevo Capital GBP";2.24;"Julio";2024;332;1042;1043;-0.214765100671141;2024-09-11 12:54:50
"NG.L";31;"";"SECTORINMOBILIARIO";"NATIONAL GBP 341 2,55 509 3,02";3.34;"Agosto";2024;332;1042;1043;-0.320230105465005;2024-09-11 12:54:50
"NG.L";31;"";"DIVIDENDO";"NATIONAL GBP 3.516 2,19 3.324 1,95";2.53;"Agosto";2023;332;1042;1043;-0.242569511025887;2024-09-11 12:54:50
"NJB.F";NA;"";"NEWENERGY";"NIBE INDUSTRIER SEK 809 1,75 -- --";1.75;"Diciembre";2023;333;3.93;3.9;1.34615384615386;2024-09-11 12:54:50
"NKE";19799.64;"256";"BESTIDEAS";"NIKE INC";4.798870627;"365.75115";104.76;334;77.89;78.09;-1.22906150006405;2024-09-11 12:54:50
"NKE";31;"";"BOLSAINTERNACIONAL";"NIKE INC USD 340 0,50 347 0,57";0.72;"Diciembre";2023;334;77.89;78.09;-0.184402612370345;2024-09-11 12:54:50
"NKE";31;"Estimado";"GLOBAL";"NIKE INC USD 17.740 3,21 18.132 3,54";2.37;"Mayo";2024;334;77.89;78.09;-0.606991932385717;2024-09-11 12:54:50
"NKE";31;"";"BOLSAUSA";"NIKE INC USD 453 0,66 463 0,76";1.18;"Diciembre";2023;334;77.89;78.09;-0.302215392495842;2024-09-11 12:54:50
"NOEJ.DE";31;"";"SMALLCAPS";"NORMA GROUP EUR 2.872 1,74 2.970 1,98";1.12;"Diciembre";2023;335;14.2;14.38;-1.40194714881781;2024-09-11 12:54:50
"NOTA.F";31;"";"DIVIDENDO";"NOVARTIS CHF 4.228 2,32 -- --";2.22;"Diciembre";2023;336;103.5;103.5;0;2024-09-11 12:54:50
